"Date","AmmoniaasN","AmmoniaasN_Qual","CalciumasCa","CalciumasCa_Qual","ChlorideasCl","ChlorideasCl_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","DissolvedOxygenmgL","DissolvedOxygenmgL_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","FlourideasF","FlourideasF_Qual","HardnessasCaCO3","HardnessasCaCO3_Qual","IronasFe","IronasFe_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","MagnesiumasMg","MagnesiumasMg_Qual","ManganeseasMn","ManganeseasMn_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","PotassiumasK","PotassiumasK_Qual","SilicaasSiO2reactiveEG052G","SilicaasSiO2reactiveEG052G_Qual","SodiumasNa","SodiumasNa_Qual","SulphateasSO4","SulphateasSO4_Qual","TotalAlkalinityasCaCO3","TotalAlkalinityasCaCO3_Qual","TotalDissolvedSolidscalc","TotalDissolvedSolidscalc_Qual","TotalNitrogen","TotalNitrogen_Qual","TotalOrganicCarbon","TotalOrganicCarbon_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","pHLab","pHLab_Qual"
"11:00:00 14/09/1995",NA,NA,NA,NA,NA,NA,16,65,35,65,NA,NA,NA,NA,11.4,65,6.9,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,65,2,65,2.5,65,10,65,NA,NA
"11:00:00 15/01/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,1,5.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,1,NA,NA,NA,NA,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,1,650,1,7,1,12000,1,NA,NA,NA,NA,7.01,1
"11:00:00 15/11/1976",NA,NA,NA,NA,NA,NA,NA,NA,46,65,NA,NA,NA,NA,8,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,65,18,65,NA,NA
"11:10:00 03/04/1986",NA,NA,NA,NA,NA,NA,NA,NA,91,65,NA,NA,NA,NA,9,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,65,20.5,65,NA,NA
"11:10:00 05/06/1979",NA,NA,NA,NA,NA,NA,NA,NA,50,65,NA,NA,NA,NA,12.4,65,8.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,7,65,NA,NA
"11:10:00 10/10/1984",NA,NA,NA,NA,NA,NA,NA,NA,26,65,NA,NA,NA,NA,NA,180,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,65,13,65,NA,NA
"11:15:00 02/03/2000",NA,NA,4.7,65,3,65,25,65,61,65,58,65,NA,NA,7.4,65,6.7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.15,65,1.8,65,NA,NA,0.01,65,0.8,65,NA,NA,2.6,65,2,65,24,65,NA,NA,NA,NA,NA,NA,0.01,65,6,65,6.5,65,24,65,7.3,65
"11:15:00 03/06/1981",NA,NA,NA,NA,NA,NA,NA,NA,34,65,NA,NA,NA,NA,10.9,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,65,10,65,NA,NA
"11:15:00 05/07/1985",NA,NA,NA,NA,NA,NA,NA,NA,31,65,NA,NA,NA,NA,12,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,7,65,NA,NA
"11:15:00 07/09/1983",NA,NA,NA,NA,NA,NA,NA,NA,24,65,NA,NA,NA,NA,NA,180,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,65,9,65,NA,NA
"11:15:00 20/02/1989",NA,NA,6.8,65,3,65,20,65,80,65,NA,NA,NA,NA,8.6,65,6.9,65,NA,NA,NA,NA,26,65,0.27,65,0.4,65,2.4,65,0.02,65,0.004,65,0.5,65,4.4,65,3.9,65,1.3,65,30,65,48,65,NA,NA,2,65,0.01,65,1,65,3.2,65,21.5,65,NA,NA
"11:18:00 10/02/2000",NA,NA,4.9,65,4,65,20,65,68,65,63,65,NA,NA,7.1,65,7.4,65,0.003,65,NA,NA,NA,NA,NA,NA,0.16,65,2,65,NA,NA,0.01,65,0.9,65,NA,NA,3.2,65,2,65,26,65,NA,NA,NA,NA,NA,NA,0.01,65,2,65,1.7,65,24,65,7.3,65
"11:20:00 02/05/1980",NA,NA,NA,NA,NA,NA,NA,NA,81,65,NA,NA,NA,NA,9.2,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,65,12,65,NA,NA
"11:20:00 03/08/1978",NA,NA,NA,NA,NA,NA,NA,NA,40,65,NA,NA,NA,NA,12.4,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,65,8,65,NA,NA
"11:20:00 05/02/2002",NA,NA,4.7,65,3,65,20,65,55,65,60,65,NA,NA,9.5,65,7.1,65,0.003,65,NA,NA,NA,NA,NA,NA,0.13,65,1.9,65,NA,NA,0.01,65,1.4,65,NA,NA,3,65,1,65,23,65,NA,NA,NA,NA,NA,NA,0.009,65,2,65,8,65,16,65,6.7,65
"11:20:00 06/11/2002",NA,NA,2.9,65,2,65,10,65,38,65,38,65,NA,NA,9.8,65,6.5,65,0.003,65,NA,NA,NA,NA,NA,NA,0.17,65,1.2,65,NA,NA,0.006,65,0.5,65,NA,NA,2.2,65,1,65,16,65,NA,NA,NA,NA,NA,NA,0.01,65,3,65,1.5,65,17.5,65,7,65
"11:20:00 07/08/1980",NA,NA,NA,NA,NA,NA,NA,NA,41,65,NA,NA,NA,NA,NA,180,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,65,7.5,65,NA,NA
"11:25:00 07/10/1985",NA,NA,NA,NA,NA,NA,NA,NA,37,65,NA,NA,NA,NA,9.8,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,65,13.5,65,NA,NA
"11:25:00 08/12/1994",NA,NA,NA,NA,NA,NA,15,65,35,65,NA,NA,NA,NA,8.9,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.02,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,4,65,1.3,65,18.5,65,NA,NA
"11:30:00 01/12/1998",NA,NA,2.6,65,2,65,19,65,43,65,40,65,NA,NA,9.2,65,7.9,65,0.003,65,NA,NA,NA,NA,NA,NA,0.11,65,1.2,65,NA,NA,0.01,65,0.5,65,NA,NA,2.6,65,1,65,15,65,NA,NA,NA,NA,NA,NA,0.01,65,2,65,1.8,65,17,65,6.7,65
"11:30:00 01/12/1999",NA,NA,3.4,65,2,65,12,65,39,65,42,65,NA,NA,8.2,65,7.3,65,0.003,65,NA,NA,NA,NA,NA,NA,0.08,65,1.4,65,NA,NA,0.03,65,0.6,65,NA,NA,2.2,65,1,65,17,65,NA,NA,NA,NA,NA,NA,0.01,65,3,65,1.5,65,22,65,6.9,65
"11:30:00 03/09/1981",NA,NA,NA,NA,NA,NA,NA,NA,38,65,NA,NA,NA,NA,10.4,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,65,10,65,NA,NA
"11:30:00 04/03/1999",NA,NA,5.8,65,3,65,22,65,66,65,65,65,NA,NA,8.2,65,7.4,65,0.003,65,NA,NA,NA,NA,NA,NA,0.19,65,2.4,65,NA,NA,0.01,65,1.3,65,NA,NA,4,65,2,65,28,65,NA,NA,NA,NA,NA,NA,0.01,65,6,65,3.4,65,22.5,65,6.9,65
"11:30:00 04/12/1990",NA,NA,NA,NA,NA,NA,15,65,61,65,NA,NA,NA,NA,8.1,65,6.7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,65,2,65,1.5,65,22.5,65,NA,NA
"11:30:00 07/01/1997",NA,NA,4.7,65,3,65,18,65,61,65,56,65,NA,NA,8.2,65,7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.17,65,1.9,65,NA,NA,0.02,65,0.9,65,NA,NA,3,65,1.4,65,22,65,NA,NA,NA,NA,NA,NA,0.02,65,11,65,6,65,20,65,7.4,65
"11:30:00 07/02/1996",NA,NA,NA,NA,NA,NA,17,65,59,65,NA,NA,NA,NA,9.4,65,7.1,65,0.006,65,NA,NA,NA,NA,NA,NA,0.3,65,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,2,65,2.4,65,20.5,65,NA,NA
"11:30:00 07/03/2002",NA,NA,4.5,65,3,65,20,65,63,65,56,65,NA,NA,8.4,65,6.9,65,0.003,65,NA,NA,NA,NA,NA,NA,0.14,65,1.8,65,NA,NA,0.008,65,0.8,65,NA,NA,2.9,65,2,65,23,65,NA,NA,NA,NA,NA,NA,0.01,65,1,65,1.1,65,20,65,7.4,65
"11:30:00 07/12/1982",NA,NA,NA,NA,NA,NA,NA,NA,69,65,NA,NA,NA,NA,9.6,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,65,19,65,NA,NA
"11:30:00 09/12/1977",NA,NA,NA,NA,NA,NA,NA,NA,24,65,NA,NA,NA,NA,8.5,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,65,23,65,NA,NA
"11:30:00 12/01/1993",NA,NA,NA,NA,NA,NA,15,65,47,65,NA,NA,NA,NA,8.7,65,7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,65,2,65,2.3,65,20,65,NA,NA
"11:30:00 12/02/1997",NA,NA,5.3,65,3,65,25,65,100,65,62,65,NA,NA,8.2,65,7.1,65,0.004,65,NA,NA,NA,NA,NA,NA,0.01,65,1.9,65,NA,NA,0.03,65,1,65,NA,NA,3,65,1.3,65,25,65,NA,NA,NA,NA,NA,NA,0.04,65,3,65,8.5,65,21.5,65,7.5,65
"11:30:00 13/08/2007",NA,NA,NA,NA,NA,NA,18,65,38,65,NA,NA,NA,NA,11.9,65,6.5,65,0.003,65,NA,NA,NA,NA,NA,NA,0.16,65,NA,NA,NA,NA,0.43,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,14,65,17.1,65,7.4,65,NA,NA
"11:30:00 14/08/1996",NA,NA,1.9,65,2,65,12,65,35,65,29,65,NA,NA,11.2,65,6.7,65,0.06,65,NA,NA,NA,NA,NA,NA,0.36,65,0.9,65,NA,NA,0.05,65,0.5,65,NA,NA,2.3,65,0.6,65,10,65,NA,NA,NA,NA,NA,NA,0.09,65,6,65,5.3,65,8.5,65,7.1,65
"11:30:00 14/10/1987",NA,NA,NA,NA,NA,NA,NA,NA,59,65,NA,NA,NA,NA,10.8,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,65,14,65,NA,NA
"11:30:00 29/03/1982",NA,NA,6.4,65,3.6,65,40,65,75,65,NA,NA,NA,NA,8.6,65,7.5,65,NA,NA,NA,NA,28,65,2.79,65,0.1,65,2.8,65,0.02,65,0.01,65,1.2,65,5.5,65,3.6,65,3,65,29,65,52,65,NA,NA,NA,NA,0.03,65,60,65,NA,180,17,65,NA,NA
"11:40:00 04/09/2008",NA,NA,NA,NA,NA,NA,10,65,30,65,NA,NA,NA,NA,11.4,65,6.8,65,0.003,65,NA,NA,NA,NA,NA,NA,0.19,65,NA,NA,NA,NA,0.12,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,10,65,11,65,8.7,65,NA,NA
"11:40:00 05/03/1991",NA,NA,NA,NA,NA,NA,20,65,120,65,NA,NA,NA,NA,8,65,7.1,65,0.005,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,0.006,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,65,1,65,1.3,65,22,65,NA,NA
"11:40:00 17/01/2000",NA,NA,3.6,65,2,65,14,65,42,65,44,65,NA,NA,8.6,65,7.3,65,0.003,65,NA,NA,NA,NA,NA,NA,0.14,65,1.6,65,NA,NA,0.03,65,0.6,65,NA,NA,2.7,65,1,65,19,65,NA,NA,NA,NA,NA,NA,0.005,65,2,65,1.6,65,21.5,65,7.3,65
"11:40:00 25/07/1995",NA,NA,NA,NA,NA,NA,20,65,31,65,NA,NA,NA,NA,12.4,65,7.1,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.02,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,65,2,65,4.2,65,7.6,65,NA,NA
"11:45:00 02/07/1980",NA,NA,2.3,65,2.6,65,20,65,32,65,NA,NA,NA,NA,11.4,65,7.1,65,NA,NA,NA,NA,11,65,0.23,65,0.2,65,1,65,0.02,65,0.07,65,0.5,65,5.1,65,2.2,65,2,65,9.8,65,27,65,NA,NA,3,65,0.01,65,3,65,3.4,65,7.5,65,NA,NA
"11:45:00 03/06/1976",NA,NA,NA,NA,NA,NA,NA,NA,81,65,NA,NA,NA,NA,NA,180,7.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,11,65,NA,NA
"11:45:00 03/11/1993",NA,NA,NA,NA,NA,NA,15,65,33,65,NA,NA,NA,NA,10.6,65,7.2,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,4,65,7.1,65,11,65,NA,NA
"11:45:00 05/09/1990",NA,NA,NA,NA,NA,NA,40,65,47,65,NA,NA,NA,NA,11,65,6.9,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.02,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,7,65,16,65,9,65,NA,NA
"11:45:00 05/12/2000",NA,NA,3.1,65,3,65,14,65,42,65,40,65,NA,NA,8.6,65,7.7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.12,65,1.4,65,NA,NA,0.04,65,0.7,65,NA,NA,2.5,65,1,65,16,65,NA,NA,NA,NA,NA,NA,0.01,65,2,65,1.7,65,22,65,7,65
"11:45:00 06/07/1977",NA,NA,NA,NA,NA,NA,NA,NA,36,65,NA,NA,NA,NA,10.8,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,65,5.5,65,NA,NA
"11:45:00 06/12/1993",NA,NA,NA,NA,NA,NA,5,65,66,65,NA,NA,NA,NA,9.6,65,7.3,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.005,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,3,65,2.7,65,18.5,65,NA,NA
"11:45:00 09/03/1984",NA,NA,NA,NA,NA,NA,NA,NA,59,65,NA,NA,NA,NA,9,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,65,18,65,NA,NA
"11:45:00 12/09/1994",NA,NA,NA,NA,NA,NA,10,65,35,65,NA,NA,NA,NA,11.4,65,6.8,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,65,2,65,1,65,9,65,NA,NA
"11:45:00 18/08/1986",NA,NA,3.7,65,3,65,30,65,27,65,NA,NA,NA,NA,12.2,65,7,65,NA,NA,NA,NA,13,65,0.47,65,0.2,65,0.8,65,0.01,65,0.19,65,0.2,65,5.4,65,1.6,65,0.6,65,14,65,21,65,NA,NA,4,65,0.005,65,2,65,4.7,65,8,65,NA,NA
"11:45:00 18/11/1987",NA,NA,3.1,65,2,65,10,65,41,65,NA,NA,NA,NA,8.4,65,NA,180,NA,NA,NA,NA,14,65,0.12,65,0.1,65,1.3,65,0.01,65,0.003,65,0.4,65,6,65,2.5,65,0.9,65,17,65,NA,NA,NA,NA,2,65,0.005,65,2,65,2,65,20,65,NA,NA
"11:50:00 02/10/1980",NA,NA,1.9,65,4.9,65,10,65,30,65,NA,NA,NA,NA,9.8,65,7.7,65,NA,NA,NA,NA,10,65,0.12,65,0.3,65,0.5,65,0.02,65,0.009,65,0.7,65,5.7,65,1.9,65,2,65,11,65,23,65,NA,NA,2,65,0.05,65,7,65,2,65,14,65,NA,NA
"11:50:00 05/01/2009",NA,NA,NA,NA,NA,NA,14,65,46,65,NA,NA,NA,NA,9.2,65,7.2,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,4,65,5,65,24,65,NA,NA
"11:50:00 05/05/1986",NA,NA,5,65,3,65,20,65,53,65,NA,NA,NA,NA,9.6,65,7.3,65,NA,NA,NA,NA,19,65,0.1,65,0.15,65,2,65,0.01,65,0.01,65,0.4,65,4.8,65,2.9,65,1.8,65,21,65,36,65,NA,NA,1,65,0.01,65,1,65,1.2,65,12.5,65,NA,NA
"11:50:00 08/06/2000",NA,NA,2.5,65,3,65,13,65,33,65,32,65,NA,NA,11.2,65,7.2,65,0.003,65,NA,NA,NA,NA,NA,NA,0.15,65,1.1,65,NA,NA,0.05,65,0.5,65,NA,NA,2.2,65,1,65,12,65,NA,NA,NA,NA,NA,NA,0.007,65,4,65,2.6,65,8,65,6.5,65
"11:50:00 08/07/1976",NA,NA,NA,NA,NA,NA,NA,NA,50,65,NA,NA,NA,NA,NA,180,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,9.5,65,NA,NA
"11:50:00 08/08/1994",NA,NA,NA,NA,NA,NA,5,65,42,65,NA,NA,NA,NA,12.8,65,NA,180,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.006,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,2,65,2.6,65,4.5,65,NA,NA
"11:50:00 10/04/1987",NA,NA,NA,NA,NA,NA,NA,NA,47,65,NA,NA,NA,NA,10.6,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,15,65,NA,NA
"11:50:00 11/02/2008",NA,NA,NA,NA,NA,NA,25,65,64,65,NA,NA,NA,NA,8.8,65,6.5,65,0.003,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,40,65,57.3,65,20.4,65,NA,NA
"11:50:00 13/02/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1,6.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,6,1,0.169,1,46,1,NA,NA,NA,NA,6.72,1
"11:50:00 24/07/1987",NA,NA,NA,NA,NA,NA,NA,NA,52,65,NA,NA,NA,NA,11.4,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,65,7.5,65,NA,NA
"11:55:00 04/05/1976",NA,NA,NA,NA,NA,NA,NA,NA,120,65,NA,NA,NA,NA,NA,180,5.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,16,65,NA,NA
"12:00:00 02/02/1999",NA,NA,5.1,65,2,65,25,65,87,65,59,65,NA,NA,7.8,65,7.5,65,0.003,65,NA,NA,NA,NA,NA,NA,0.23,65,2.1,65,NA,NA,0.02,65,0.7,65,NA,NA,3.2,65,1,65,25,65,NA,NA,NA,NA,NA,NA,0.01,65,5,65,4.5,65,25,65,6.9,65
"12:00:00 02/03/1994",NA,NA,NA,NA,NA,NA,20,65,46,65,NA,NA,NA,NA,9.4,65,7.2,65,0.005,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.006,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,65,4,65,2.5,65,17,65,NA,NA
"12:00:00 03/05/1995",NA,NA,NA,NA,NA,NA,15,65,53,65,NA,NA,NA,NA,10.4,65,7.3,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,3,65,2.2,65,13,65,NA,NA
"12:00:00 03/09/1980",NA,NA,NA,NA,NA,NA,NA,NA,32,65,NA,NA,NA,NA,10.8,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,65,9,65,NA,NA
"12:00:00 03/11/1998",NA,NA,2.3,65,2,65,13,65,43,65,37,65,NA,NA,9.8,65,7.1,65,0.003,65,NA,NA,NA,NA,NA,NA,0.11,65,1,65,NA,NA,0.04,65,0.5,65,NA,NA,2.3,65,1,65,14,65,NA,NA,NA,NA,NA,NA,0.01,65,2,65,2.4,65,14,65,7.2,65
"12:00:00 04/04/2000",NA,NA,6.3,65,3,65,14,65,73,65,80,65,NA,NA,9.2,65,7.1,65,0.003,65,NA,NA,NA,NA,NA,NA,0.14,65,2.4,65,NA,NA,0.03,65,0.9,65,NA,NA,3.4,65,2,65,32,65,NA,NA,NA,NA,NA,NA,0.01,65,2,65,2.8,65,18,65,7.6,65
"12:00:00 05/04/1995",NA,NA,NA,NA,NA,NA,15,65,82,65,NA,NA,NA,NA,9.8,65,7.5,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,2,65,3,65,13.5,65,NA,NA
"12:00:00 06/03/2007",NA,NA,NA,NA,NA,NA,70,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,1.3,65,NA,NA,NA,NA,0.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,65,63,65,NA,NA,NA,NA,NA,NA
"12:00:00 06/05/1985",NA,NA,5.1,65,3,65,20,65,NA,180,NA,NA,NA,NA,10.2,65,7.3,65,NA,NA,NA,NA,23,65,0.63,65,0.15,65,2.2,65,0.02,65,0.003,65,0.4,65,6.7,65,3.5,65,2.3,65,25,65,37,65,NA,NA,2,65,0.007,65,2,65,NA,180,14.5,65,NA,NA
"12:00:00 06/06/2001",NA,NA,5.8,65,3,65,10,65,76,65,62,65,NA,NA,11.8,65,7.6,65,0.003,65,NA,NA,NA,NA,NA,NA,0.07,65,2.1,65,NA,NA,0.005,65,0.5,65,NA,NA,3.1,65,2,65,26,65,NA,NA,NA,NA,NA,NA,0.006,65,2,65,3.5,65,7,65,7.6,65
"12:00:00 07/01/1981",NA,NA,4.5,65,6.1,65,20,65,48,65,NA,NA,NA,NA,7.2,65,6.8,65,NA,NA,NA,NA,18,65,0.12,65,0.2,65,1.7,65,0.02,65,0.01,65,0.7,65,4.8,65,3.6,65,2,65,20,65,34,65,NA,NA,2,65,0.009,65,1,65,1.8,65,21.5,65,NA,NA
