"Date","AluminiumasAl","AluminiumasAl_Qual","AmmoniaasN","AmmoniaasN_Qual","BicarbonateAlkalinityasCaCO3","BicarbonateAlkalinityasCaCO3_Qual","CadmiumasCd","CadmiumasCd_Qual","CalciumasCa","CalciumasCa_Qual","CarbonateAlkalinityasCaCO3","CarbonateAlkalinityasCaCO3_Qual","ChlorideasCl","ChlorideasCl_Qual","ChromiumasCr","ChromiumasCr_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","CopperasCu","CopperasCu_Qual","DissolvedOxygenmgL","DissolvedOxygenmgL_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","FlourideasF","FlourideasF_Qual","HydroxideAlkalinityasCaCO3","HydroxideAlkalinityasCaCO3_Qual","IronasFe","IronasFe_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","LeadasPb","LeadasPb_Qual","MagnesiumasMg","MagnesiumasMg_Qual","ManganeseasMn","ManganeseasMn_Qual","MercuryasHg","MercuryasHg_Qual","MolybdenumasMo","MolybdenumasMo_Qual","NickelasNi","NickelasNi_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","NitrateNitrogen","NitrateNitrogen_Qual","NitriteNitrogen","NitriteNitrogen_Qual","PotassiumasK","PotassiumasK_Qual","SeleniumasSe","SeleniumasSe_Qual","SilicaasSiO2reactiveEG052G","SilicaasSiO2reactiveEG052G_Qual","SodiumasNa","SodiumasNa_Qual","SulphateasSO4","SulphateasSO4_Qual","TotalAlkalinityasCaCO3","TotalAlkalinityasCaCO3_Qual","TotalDissolvedSolidscalc","TotalDissolvedSolidscalc_Qual","TotalNitrogen","TotalNitrogen_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalReactivePhosphorus","TotalReactivePhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","ZincasZn","ZincasZn_Qual","pHLab","pHLab_Qual"
"10:55:00 09/09/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,1,372.3,1,NA,NA,NA,NA,NA,NA,9.3,1,7,1,0.013,1,NA,NA,NA,NA,NA,NA,0.28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.774,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,1,NA,NA,26,1,46.7,1,12.3,1,NA,NA,NA,NA
"11:00:00 28/06/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,1,232,1,NA,NA,NA,NA,NA,NA,6.7,1,6.8,1,0.047,1,NA,NA,NA,NA,NA,NA,1.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,1,NA,NA,26,1,68.4,1,10.2,1,NA,NA,NA,NA
"11:05:00 08/12/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1,287,1,NA,NA,NA,NA,NA,NA,4.8,1,6.4,1,0.049,1,NA,NA,NA,NA,NA,NA,0.96,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,1,NA,NA,51,1,43.2,1,19.4,1,NA,NA,NA,NA
"11:10:00 25/05/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,1,412,1,NA,NA,NA,NA,NA,NA,9,1,6.6,1,0.018,1,NA,NA,NA,NA,NA,NA,0.98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,1,NA,NA,41,1,48.8,1,12.2,1,NA,NA,NA,NA
"11:15:00 11/03/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.17,1
"11:20:00 26/05/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,1,498.6,1,NA,NA,NA,NA,NA,NA,10.2,1,7.1,1,0.017,1,NA,NA,NA,NA,NA,NA,0.19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.536,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,1,NA,NA,24,1,30.3,1,11.5,1,NA,NA,NA,NA
"11:30:00 21/12/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1,304,1,NA,NA,NA,NA,NA,NA,6.6,1,6.7,1,0.038,1,NA,NA,NA,NA,NA,NA,0.78,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,1,NA,NA,72,1,82.7,1,20.5,1,NA,NA,NA,NA
"11:30:00 24/08/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,1,336,1,NA,NA,NA,NA,NA,NA,6.3,1,6.8,1,0.042,1,NA,NA,NA,NA,NA,NA,0.92,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,1,NA,NA,32,1,43.9,1,11.9,1,NA,NA,NA,NA
"11:30:00 27/03/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,1,338,1,NA,NA,NA,NA,NA,NA,8.1,1,6.8,1,0.024,1,NA,NA,NA,NA,NA,NA,0.94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,1,NA,NA,110,1,95.8,1,16.4,1,NA,NA,NA,NA
"11:30:00 30/11/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1,328,1,NA,NA,NA,NA,NA,NA,7.3,1,7.1,1,0.24,1,NA,NA,NA,NA,NA,NA,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,1,NA,NA,110,1,90.9,1,18.7,1,NA,NA,NA,NA
"11:35:00 02/04/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,1,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.39,1
"11:35:00 28/07/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,1,539,1,NA,NA,NA,NA,NA,NA,9.2,1,7.2,1,0.01,1,NA,NA,NA,NA,NA,NA,0.57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066,1,NA,NA,24,1,32.1,1,9.5,1,NA,NA,NA,NA
"11:40:00 05/01/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1,270,1,NA,NA,NA,NA,NA,NA,5,1,6.9,1,0.021,1,NA,NA,NA,NA,NA,NA,0.84,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,1,NA,NA,63,1,70.4,1,24.5,1,NA,NA,NA,NA
"11:40:00 20/08/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,65,347,65,NA,NA,NA,NA,NA,NA,8.8,65,6.5,65,0.007,65,NA,NA,NA,NA,NA,NA,0.82,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,65,NA,NA,77,65,93.5,65,10.4,65,NA,NA,NA,NA
"11:40:00 25/02/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,65,534,65,NA,NA,NA,NA,NA,NA,7.3,65,7.4,65,0.007,65,NA,NA,NA,NA,NA,NA,0.72,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,65,NA,NA,36,65,52.7,65,21,65,NA,NA,NA,NA
"11:45:00 13/01/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1,345.3,1,NA,NA,NA,NA,NA,NA,7.2,1,7,1,0.005,1,NA,NA,NA,NA,NA,NA,0.35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027,1,NA,NA,43,1,48.4,1,24.8,1,NA,NA,NA,NA
"11:45:00 21/06/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,304,1,NA,NA,NA,NA,NA,NA,10,1,7.3,1,0.012,1,NA,NA,NA,NA,NA,NA,0.74,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,1,NA,NA,61,1,73.8,1,8.6,1,NA,NA,NA,NA
"11:45:00 24/03/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,65,367,65,NA,NA,NA,NA,NA,NA,8.6,65,6.4,65,0.003,65,NA,NA,NA,NA,NA,NA,0.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,65,NA,NA,34,65,38.6,65,20.3,65,NA,NA,NA,NA
"11:50:00 09/02/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,1,228,1,NA,NA,NA,NA,NA,NA,5.3,1,6.8,1,0.049,1,NA,NA,NA,NA,NA,NA,0.01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,NA,NA,93,1,129,1,20,1,NA,NA,NA,NA
"11:50:00 16/04/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,1,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.21,1
"11:50:00 26/06/2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,1,376,1,NA,NA,NA,NA,NA,NA,7.4,1,7.2,1,0.03,1,NA,NA,NA,NA,NA,NA,1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,1,NA,NA,57,1,77.6,1,9.7,1,NA,NA,NA,NA
"11:55:00 01/04/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,65,482,65,NA,NA,NA,NA,NA,NA,8.6,65,7.3,65,0.03,65,NA,NA,NA,NA,NA,NA,0.81,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,65,NA,NA,27,65,33.5,65,16.3,65,NA,NA,NA,NA
"11:55:00 30/12/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1,342,1,NA,NA,NA,NA,NA,NA,6.2,1,6.8,1,0.016,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,1,NA,NA,51,1,44.9,1,20,1,NA,NA,NA,NA
"12:00:00 06/03/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,458,65,NA,NA,NA,NA,NA,NA,6.1,65,6.7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.91,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,65,NA,NA,28,65,46.6,65,21.5,65,NA,NA,NA,NA
"12:00:00 22/04/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,65,443,65,NA,NA,NA,NA,NA,NA,7.9,65,6.1,65,0.007,65,NA,NA,NA,NA,NA,NA,0.44,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,65,NA,NA,30,65,35.7,65,15.4,65,NA,NA,NA,NA
"12:00:00 28/10/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,65,363,65,NA,NA,NA,NA,NA,NA,7.8,65,6.8,65,0.003,65,NA,NA,NA,NA,NA,NA,0.54,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,65,NA,NA,26,65,35.2,65,17.2,65,NA,NA,NA,NA
"12:05:00 29/06/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,65,400,65,NA,NA,NA,NA,NA,NA,10.4,65,7.5,65,0.003,65,NA,NA,NA,NA,NA,NA,0.47,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,65,NA,NA,12,65,16,65,9.2,65,NA,NA,NA,NA
"12:10:00 10/03/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1,308.9,1,NA,NA,NA,NA,NA,NA,8.1,1,6.7,1,0.049,1,NA,NA,NA,NA,NA,NA,1.32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.363,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147,1,NA,NA,68,1,97.8,1,19.6,1,NA,NA,NA,NA
"12:10:00 11/12/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,65,460,65,NA,NA,NA,NA,NA,NA,7.1,65,7.4,65,0.003,65,NA,NA,NA,NA,NA,NA,0.71,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,65,NA,NA,40,65,51.4,65,23.3,65,NA,NA,NA,NA
"12:10:00 12/01/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,1,351,1,NA,NA,NA,NA,NA,NA,5.7,1,6.7,1,0.02,1,NA,NA,NA,NA,NA,NA,0.61,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,1,NA,NA,33,1,49.5,1,22.8,1,NA,NA,NA,NA
"12:10:00 12/10/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1,322,1,NA,NA,NA,NA,NA,NA,7.2,1,7.1,1,0.018,1,NA,NA,NA,NA,NA,NA,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071,1,NA,NA,17,1,28.4,1,14.3,1,NA,NA,NA,NA
"12:10:00 30/04/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,1,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.19,1
"12:15:00 13/07/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357,1,NA,NA,7.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1,0.095,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12:15:00 18/01/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,1,228,1,NA,NA,NA,NA,NA,NA,6.9,1,7.3,1,0.021,1,NA,NA,NA,NA,NA,NA,0.66,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,1,NA,NA,66,1,78.4,1,20.3,1,NA,NA,NA,NA
"12:15:00 24/03/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,1,317.9,1,NA,NA,NA,NA,NA,NA,7.1,1,7.6,1,0.004,1,NA,NA,NA,NA,NA,NA,0.27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023,1,NA,NA,34,1,48.9,1,20.4,1,NA,NA,NA,NA
"12:20:00 22/12/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,65,248,65,NA,NA,NA,NA,NA,NA,7.8,65,7.7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.73,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,65,NA,NA,48,65,49.7,65,19.6,65,NA,NA,NA,NA
"12:20:00 26/08/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,327.6,1,NA,NA,NA,NA,NA,NA,9.3,1,7.4,1,0.003,1,NA,NA,NA,NA,NA,NA,0.32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.536,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045,1,NA,NA,20,1,27.8,1,11,1,NA,NA,NA,NA
"12:25:00 20/03/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,65,864,65,NA,NA,NA,NA,NA,NA,8.3,65,7.4,65,0.003,65,NA,NA,NA,NA,NA,NA,0.85,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,65,NA,NA,38,65,10.2,65,19.3,65,NA,NA,NA,NA
"12:30:00 27/09/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,1,322,1,NA,NA,NA,NA,NA,NA,8.4,1,7.2,1,0.023,1,NA,NA,NA,NA,NA,NA,0.79,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,1,NA,NA,82,1,79.5,1,14.7,1,NA,NA,NA,NA
"12:35:00 22/09/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,361,1,NA,NA,NA,NA,NA,NA,9.4,1,6.9,1,0.017,1,NA,NA,NA,NA,NA,NA,0.68,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098,1,NA,NA,40,1,42.9,1,12.3,1,NA,NA,NA,NA
"12:40:00 15/09/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1,266,1,NA,NA,NA,NA,NA,NA,10.6,1,7.3,1,0.01,1,NA,NA,NA,NA,NA,NA,0.48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1,NA,NA,78,1,78,1,10.8,1,NA,NA,NA,NA
"12:45:00 27/12/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,150,65,NA,NA,NA,NA,NA,NA,8.9,65,7,65,0.02,65,NA,NA,NA,NA,NA,NA,0.41,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,65,NA,NA,29,65,37.2,65,21.3,65,NA,NA,NA,NA
"12:50:00 08/04/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,65,307,65,NA,NA,NA,NA,NA,NA,9.9,65,7.1,65,0.008,65,NA,NA,NA,NA,NA,NA,0.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,65,NA,NA,28,65,36.1,65,16.1,65,NA,NA,NA,NA
"12:50:00 27/01/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,349,65,NA,NA,NA,NA,NA,NA,8.8,65,7.4,65,0.03,65,NA,NA,NA,NA,NA,NA,0.82,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,65,NA,NA,31,65,39.2,65,24.8,65,NA,NA,NA,NA
"12:50:00 28/01/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,345.6,1,NA,NA,NA,NA,NA,NA,7.4,1,7.3,1,0.003,1,NA,NA,NA,NA,NA,NA,0.45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027,1,NA,NA,24,1,39.1,1,23.7,1,NA,NA,NA,NA
"12:50:00 28/05/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,65,355,65,NA,NA,NA,NA,NA,NA,9.6,65,6.9,65,0.005,65,NA,NA,NA,NA,NA,NA,0.42,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,NA,NA,23,65,31.4,65,11.4,65,NA,NA,NA,NA
"12:55:00 20/10/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,302,1,NA,NA,NA,NA,NA,NA,8.1,1,6.8,1,0.005,1,NA,NA,NA,NA,NA,NA,0.44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.094,1,NA,NA,17,1,61.1,1,14.1,1,NA,NA,NA,NA
